indicator_id,actor_id,indicator_type,indicator_value,source_id,observed_at,indicator_detail,match_target,confidence,status,evidence_id
INFRA_001233,ACT_0043,domain,demo-node-1233.synthetic,SRC_004714,2025-03-30T07:17:31Z,Synthetic domain demo-node-1233.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.76,active,EVD_001233
INFRA_001234,ACT_0042,clearnet_association,infra-host-1234.synthetic,SRC_001427,2026-08-27T00:00:00Z,"Clearnet mirror association found for infra-host-1234.synthetic, weak confidence link to INFRA_CLUSTER_39.",INFRA_CLUSTER_39,0.31,active,EVD_001234
INFRA_001235,ACT_0023,infrastructure_overlap,infra-host-1235.synthetic,SRC_004591,2026-08-17T00:00:00Z,Direct infrastructure overlap between infra-host-1235.synthetic and known INFRA_CLUSTER_26 nodes.,INFRA_CLUSTER_26,0.16,unverified,EVD_001235
INFRA_001236,ACT_0043,service_banner,banner-synth-apache-48,SRC_001558,2026-08-11T00:00:00Z,Service banner text for banner-synth-apache-48 closely matches banner text used elsewhere in INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.67,active,EVD_001236
INFRA_001237,,dns_relationship,infra-host-1237.synthetic,SRC_001143,2026-05-28T20:43:57Z,DNS relationship links infra-host-1237.synthetic to other nodes in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.17,active,EVD_001237
INFRA_001238,ACT_0024,server_banner,banner-synth-caddy-50,SRC_004066,2025-05-28T19:36:25Z,Server banner fingerprint 'banner-synth-caddy-50' matches prior observations in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.58,unverified,EVD_001238
INFRA_001239,ACT_0044,infrastructure_overlap,infra-host-1239.synthetic,SRC_001223,2026-08-21T00:00:00Z,Direct infrastructure overlap between infra-host-1239.synthetic and known INFRA_CLUSTER_05 nodes.,INFRA_CLUSTER_05,0.5,active,EVD_001239
INFRA_001240,ACT_0055,service_banner,banner-synth-nginx-52,SRC_003250,2024-06-08T01:12:14Z,Service banner text for banner-synth-nginx-52 closely matches banner text used elsewhere in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.38,stale,EVD_001240
INFRA_001241,ACT_0047,infrastructure_overlap,infra-host-1241.synthetic,SRC_001993,2024-06-02T22:51:37Z,Direct infrastructure overlap between infra-host-1241.synthetic and known INFRA_CLUSTER_36 nodes.,INFRA_CLUSTER_36,0.08,active,EVD_001241
INFRA_001242,ACT_0042,descriptor_inconsistency,infra-host-1242.synthetic,SRC_000566,2025-05-05T00:56:31Z,Descriptor metadata for infra-host-1242.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.07,active,EVD_001242
INFRA_001243,ACT_0033,infrastructure_overlap,infra-host-1243.synthetic,SRC_005520,2025-07-10T04:37:32Z,Direct infrastructure overlap between infra-host-1243.synthetic and known INFRA_CLUSTER_08 nodes.,INFRA_CLUSTER_08,0.39,active,EVD_001243
INFRA_001244,ACT_0052,certificate_metadata,infra-host-1244.synthetic,SRC_003706,2024-12-27T18:00:37Z,Certificate issuance pattern for infra-host-1244.synthetic aligns with INFRA_CLUSTER_23 timeline.,INFRA_CLUSTER_23,0.34,active,EVD_001244
INFRA_001245,ACT_0004,tls_certificate,cert-synth-1245,SRC_002881,2026-08-30T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.32,stale,EVD_001245
INFRA_001246,,infrastructure_overlap,infra-host-1246.synthetic,SRC_001526,2025-10-25T00:47:04Z,Direct infrastructure overlap between infra-host-1246.synthetic and known INFRA_CLUSTER_20 nodes.,INFRA_CLUSTER_20,0.41,active,EVD_001246
INFRA_001247,,service_banner,banner-synth-apache-59,SRC_004141,2026-05-22T22:48:45Z,Service banner text for banner-synth-apache-59 closely matches banner text used elsewhere in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.22,unverified,EVD_001247
INFRA_001248,ACT_0025,hosting_fingerprint,infra-host-1248.synthetic,SRC_002951,2026-08-30T00:00:00Z,Hosting fingerprint for infra-host-1248.synthetic consistent with other INFRA_CLUSTER_36 infrastructure.,INFRA_CLUSTER_36,0.12,active,EVD_001248
INFRA_001249,ACT_0027,tls_certificate,cert-synth-1249,SRC_002357,2026-07-23T12:53:27Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_31.,INFRA_CLUSTER_31,0.69,active,EVD_001249
INFRA_001250,ACT_0005,domain,demo-node-1250.synthetic,SRC_001382,2025-09-28T17:09:54Z,Synthetic domain demo-node-1250.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.31,unverified,EVD_001250
INFRA_001251,ACT_0040,domain,demo-node-1251.synthetic,SRC_000955,2025-10-05T15:43:16Z,Synthetic domain demo-node-1251.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.3,unverified,EVD_001251
INFRA_001252,,infrastructure_overlap,infra-host-1252.synthetic,SRC_005604,2026-08-11T00:00:00Z,Direct infrastructure overlap between infra-host-1252.synthetic and known INFRA_CLUSTER_33 nodes.,INFRA_CLUSTER_33,0.5,active,EVD_001252
INFRA_001253,ACT_0035,domain,demo-node-1253.synthetic,SRC_001351,2025-11-06T11:56:59Z,Synthetic domain demo-node-1253.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.49,retired,EVD_001253
INFRA_001254,ACT_0017,tls_certificate,cert-synth-1254,SRC_001576,2026-06-05T21:22:52Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.46,stale,EVD_001254
INFRA_001255,ACT_0039,hosting_fingerprint,infra-host-1255.synthetic,SRC_002479,2025-05-24T20:05:11Z,Hosting fingerprint for infra-host-1255.synthetic consistent with other INFRA_CLUSTER_18 infrastructure.,INFRA_CLUSTER_18,0.21,active,EVD_001255
INFRA_001256,,infrastructure_overlap,infra-host-1256.synthetic,SRC_005744,2025-10-02T01:20:48Z,Direct infrastructure overlap between infra-host-1256.synthetic and known INFRA_CLUSTER_19 nodes.,INFRA_CLUSTER_19,0.56,stale,EVD_001256
INFRA_001257,ACT_0039,certificate_metadata,infra-host-1257.synthetic,SRC_002854,2025-10-01T22:06:12Z,Certificate issuance pattern for infra-host-1257.synthetic aligns with INFRA_CLUSTER_18 timeline.,INFRA_CLUSTER_18,0.55,active,EVD_001257
INFRA_001258,ACT_0015,server_banner,banner-synth-caddy-70,SRC_001911,2026-08-08T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-70' matches prior observations in INFRA_CLUSTER_04.,INFRA_CLUSTER_04,0.42,retired,EVD_001258
INFRA_001259,ACT_0029,hosting_fingerprint,infra-host-1259.synthetic,SRC_004068,2025-12-05T10:13:36Z,Hosting fingerprint for infra-host-1259.synthetic consistent with other INFRA_CLUSTER_24 infrastructure.,INFRA_CLUSTER_24,0.63,active,EVD_001259
INFRA_001260,,service_banner,banner-synth-nginx-72,SRC_002075,2026-08-23T00:00:00Z,Service banner text for banner-synth-nginx-72 closely matches banner text used elsewhere in INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.54,active,EVD_001260
INFRA_001261,,descriptor_inconsistency,infra-host-1261.synthetic,SRC_002541,2026-08-19T00:00:00Z,Descriptor metadata for infra-host-1261.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.37,active,EVD_001261
INFRA_001262,,server_banner,banner-synth-caddy-74,SRC_000140,2024-08-19T18:40:31Z,Server banner fingerprint 'banner-synth-caddy-74' matches prior observations in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.14,unverified,EVD_001262
INFRA_001263,ACT_0049,infrastructure_overlap,infra-host-1263.synthetic,SRC_005347,2026-06-20T15:47:40Z,Direct infrastructure overlap between infra-host-1263.synthetic and known INFRA_CLUSTER_12 nodes.,INFRA_CLUSTER_12,0.45,unverified,EVD_001263
INFRA_001264,ACT_0025,domain,demo-node-1264.synthetic,SRC_002773,2025-12-12T19:15:51Z,Synthetic domain demo-node-1264.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.38,active,EVD_001264
INFRA_001265,ACT_0028,service_banner,banner-synth-nginx-77,SRC_005117,2026-08-19T00:00:00Z,Service banner text for banner-synth-nginx-77 closely matches banner text used elsewhere in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.24,unverified,EVD_001265
INFRA_001266,ACT_0016,tls_certificate,cert-synth-1266,SRC_002905,2025-10-25T10:59:17Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_02.,INFRA_CLUSTER_02,0.06,stale,EVD_001266
INFRA_001267,ACT_0035,descriptor_inconsistency,infra-host-1267.synthetic,SRC_000751,2026-08-24T00:00:00Z,Descriptor metadata for infra-host-1267.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.4,stale,EVD_001267
INFRA_001268,,dns_relationship,infra-host-1268.synthetic,SRC_003025,2026-07-22T15:47:40Z,DNS relationship links infra-host-1268.synthetic to other nodes in INFRA_CLUSTER_25.,INFRA_CLUSTER_25,0.42,active,EVD_001268
INFRA_001269,,server_banner,banner-synth-nginx-81,SRC_000296,2025-11-06T00:56:31Z,Server banner fingerprint 'banner-synth-nginx-81' matches prior observations in INFRA_CLUSTER_13.,INFRA_CLUSTER_13,0.56,stale,EVD_001269
INFRA_001270,ACT_0026,server_status_exposure,infra-host-1270.synthetic,SRC_003254,2026-08-06T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1270.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_10,0.14,active,EVD_001270
INFRA_001271,ACT_0036,tls_certificate,cert-synth-1271,SRC_001604,2026-07-31T11:07:27Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.32,unverified,EVD_001271
INFRA_001272,ACT_0002,domain,demo-node-1272.synthetic,SRC_000836,2025-11-24T22:04:42Z,Synthetic domain demo-node-1272.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.57,unverified,EVD_001272
INFRA_001273,,server_status_exposure,infra-host-1273.synthetic,SRC_004739,2024-12-16T11:56:59Z,"Simulated status endpoint exposure detected on infra-host-1273.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_09,0.22,stale,EVD_001273
INFRA_001274,ACT_0056,infrastructure_overlap,infra-host-1274.synthetic,SRC_000257,2026-08-17T00:00:00Z,Direct infrastructure overlap between infra-host-1274.synthetic and known INFRA_CLUSTER_16 nodes.,INFRA_CLUSTER_16,0.55,active,EVD_001274
INFRA_001275,,dns_relationship,infra-host-1275.synthetic,SRC_005012,2025-12-26T14:13:34Z,DNS relationship links infra-host-1275.synthetic to other nodes in INFRA_CLUSTER_14.,INFRA_CLUSTER_14,0.26,active,EVD_001275
INFRA_001276,ACT_0050,service_banner,banner-synth-caddy-88,SRC_004266,2026-08-17T00:00:00Z,Service banner text for banner-synth-caddy-88 closely matches banner text used elsewhere in INFRA_CLUSTER_25.,INFRA_CLUSTER_25,0.34,active,EVD_001276
INFRA_001277,,server_status_exposure,infra-host-1277.synthetic,SRC_001889,2026-08-14T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1277.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_39,0.23,stale,EVD_001277
INFRA_001278,ACT_0024,hosting_fingerprint,infra-host-1278.synthetic,SRC_000192,2025-02-27T22:51:37Z,Hosting fingerprint for infra-host-1278.synthetic consistent with other INFRA_CLUSTER_34 infrastructure.,INFRA_CLUSTER_34,0.43,retired,EVD_001278
INFRA_001279,ACT_0020,hosting_fingerprint,infra-host-1279.synthetic,SRC_005238,2025-06-07T22:51:37Z,Hosting fingerprint for infra-host-1279.synthetic consistent with other INFRA_CLUSTER_34 infrastructure.,INFRA_CLUSTER_34,0.43,stale,EVD_001279
INFRA_001280,ACT_0030,service_banner,banner-synth-apache-92,SRC_000481,2026-08-06T00:00:00Z,Service banner text for banner-synth-apache-92 closely matches banner text used elsewhere in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.77,unverified,EVD_001280
INFRA_001281,ACT_0034,dns_relationship,infra-host-1281.synthetic,SRC_002940,2026-08-14T00:00:00Z,DNS relationship links infra-host-1281.synthetic to other nodes in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.44,unverified,EVD_001281
INFRA_001282,,clearnet_association,infra-host-1282.synthetic,SRC_004792,2026-06-20T18:40:31Z,"Clearnet mirror association found for infra-host-1282.synthetic, weak confidence link to INFRA_CLUSTER_39.",INFRA_CLUSTER_39,0.1,unverified,EVD_001282
INFRA_001283,ACT_0045,hosting_fingerprint,infra-host-1283.synthetic,SRC_005156,2026-06-08T19:36:25Z,Hosting fingerprint for infra-host-1283.synthetic consistent with other INFRA_CLUSTER_39 infrastructure.,INFRA_CLUSTER_39,0.51,retired,EVD_001283
INFRA_001284,,dns_relationship,infra-host-1284.synthetic,SRC_004741,2026-08-28T00:00:00Z,DNS relationship links infra-host-1284.synthetic to other nodes in INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.72,retired,EVD_001284
INFRA_001285,ACT_0004,server_banner,banner-synth-nginx-97,SRC_005207,2025-03-18T13:12:42Z,Server banner fingerprint 'banner-synth-nginx-97' matches prior observations in INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.55,active,EVD_001285
INFRA_001286,ACT_0041,descriptor_inconsistency,infra-host-1286.synthetic,SRC_003151,2024-08-21T22:38:20Z,Descriptor metadata for infra-host-1286.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.88,unverified,EVD_001286
INFRA_001287,ACT_0007,dns_relationship,infra-host-1287.synthetic,SRC_004413,2026-08-22T00:00:00Z,DNS relationship links infra-host-1287.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.39,stale,EVD_001287
INFRA_001288,ACT_0020,dns_relationship,infra-host-1288.synthetic,SRC_005261,2026-08-28T00:00:00Z,DNS relationship links infra-host-1288.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.51,stale,EVD_001288
INFRA_001289,,infrastructure_overlap,infra-host-1289.synthetic,SRC_001668,2024-12-24T11:56:59Z,Direct infrastructure overlap between infra-host-1289.synthetic and known INFRA_CLUSTER_10 nodes.,INFRA_CLUSTER_10,0.41,unverified,EVD_001289
INFRA_001290,ACT_0046,tls_certificate,cert-synth-1290,SRC_003793,2026-08-10T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.18,active,EVD_001290
INFRA_001291,ACT_0054,service_banner,banner-synth-apache-04,SRC_005480,2026-08-07T00:00:00Z,Service banner text for banner-synth-apache-04 closely matches banner text used elsewhere in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.27,active,EVD_001291
INFRA_001292,ACT_0003,descriptor_inconsistency,infra-host-1292.synthetic,SRC_000369,2026-08-05T00:00:00Z,Descriptor metadata for infra-host-1292.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_03.,INFRA_CLUSTER_03,0.72,stale,EVD_001292
INFRA_001293,ACT_0012,server_status_exposure,infra-host-1293.synthetic,SRC_000815,2026-08-28T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1293.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_24,0.33,unverified,EVD_001293
INFRA_001294,ACT_0006,dns_relationship,infra-host-1294.synthetic,SRC_005049,2026-08-21T00:00:00Z,DNS relationship links infra-host-1294.synthetic to other nodes in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.6,stale,EVD_001294
INFRA_001295,ACT_0008,dns_relationship,infra-host-1295.synthetic,SRC_001830,2025-03-11T11:56:59Z,DNS relationship links infra-host-1295.synthetic to other nodes in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.6,active,EVD_001295
INFRA_001296,ACT_0014,clearnet_association,infra-host-1296.synthetic,SRC_003602,2026-08-30T00:00:00Z,"Clearnet mirror association found for infra-host-1296.synthetic, weak confidence link to INFRA_CLUSTER_21.",INFRA_CLUSTER_21,0.25,active,EVD_001296
INFRA_001297,ACT_0060,descriptor_inconsistency,infra-host-1297.synthetic,SRC_005145,2026-08-05T00:00:00Z,Descriptor metadata for infra-host-1297.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.6,stale,EVD_001297
INFRA_001298,ACT_0057,tls_certificate,cert-synth-1298,SRC_005188,2025-02-09T08:56:39Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.37,active,EVD_001298
INFRA_001299,ACT_0023,tls_certificate,cert-synth-1299,SRC_003473,2026-08-23T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.6,stale,EVD_001299
INFRA_001300,ACT_0008,server_status_exposure,infra-host-1300.synthetic,SRC_002992,2025-07-27T18:00:37Z,"Simulated status endpoint exposure detected on infra-host-1300.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_10,0.37,unverified,EVD_001300
INFRA_001301,ACT_0012,service_banner,banner-synth-apache-14,SRC_005301,2026-06-23T08:56:39Z,Service banner text for banner-synth-apache-14 closely matches banner text used elsewhere in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.21,active,EVD_001301
INFRA_001302,ACT_0026,service_banner,banner-synth-nginx-15,SRC_004426,2026-08-28T00:00:00Z,Service banner text for banner-synth-nginx-15 closely matches banner text used elsewhere in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.59,stale,EVD_001302
INFRA_001303,,service_banner,banner-synth-apache-16,SRC_004578,2025-02-18T13:12:42Z,Service banner text for banner-synth-apache-16 closely matches banner text used elsewhere in INFRA_CLUSTER_29.,INFRA_CLUSTER_29,0.39,unverified,EVD_001303
INFRA_001304,,server_status_exposure,infra-host-1304.synthetic,SRC_004569,2025-05-29T04:37:32Z,"Simulated status endpoint exposure detected on infra-host-1304.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_27,0.44,stale,EVD_001304
INFRA_001305,ACT_0049,domain,demo-node-1305.synthetic,SRC_003661,2026-02-23T15:36:14Z,Synthetic domain demo-node-1305.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.52,active,EVD_001305
INFRA_001306,ACT_0032,server_banner,banner-synth-nginx-19,SRC_005349,2025-12-26T08:56:39Z,Server banner fingerprint 'banner-synth-nginx-19' matches prior observations in INFRA_CLUSTER_40.,INFRA_CLUSTER_40,0.72,active,EVD_001306
INFRA_001307,ACT_0005,tls_certificate,cert-synth-1307,SRC_001539,2026-07-22T20:43:57Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.2,stale,EVD_001307
INFRA_001308,ACT_0018,certificate_metadata,infra-host-1308.synthetic,SRC_004752,2026-08-04T00:00:00Z,Certificate issuance pattern for infra-host-1308.synthetic aligns with INFRA_CLUSTER_36 timeline.,INFRA_CLUSTER_36,0.62,active,EVD_001308
INFRA_001309,ACT_0039,dns_relationship,infra-host-1309.synthetic,SRC_004639,2026-08-21T00:00:00Z,DNS relationship links infra-host-1309.synthetic to other nodes in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.33,retired,EVD_001309
INFRA_001310,,server_banner,banner-synth-nginx-23,SRC_002759,2024-08-20T22:38:20Z,Server banner fingerprint 'banner-synth-nginx-23' matches prior observations in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.82,stale,EVD_001310
INFRA_001311,ACT_0047,tls_certificate,cert-synth-1311,SRC_004649,2025-12-04T18:40:31Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.6,active,EVD_001311
INFRA_001312,ACT_0032,domain,demo-node-1312.synthetic,SRC_004287,2026-08-23T00:00:00Z,Synthetic domain demo-node-1312.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_40.,INFRA_CLUSTER_40,0.26,stale,EVD_001312
INFRA_001313,,clearnet_association,infra-host-1313.synthetic,SRC_000179,2025-04-05T02:17:28Z,"Clearnet mirror association found for infra-host-1313.synthetic, weak confidence link to INFRA_CLUSTER_22.",INFRA_CLUSTER_22,0.38,active,EVD_001313
INFRA_001314,ACT_0017,domain,demo-node-1314.synthetic,SRC_003240,2024-06-11T20:28:06Z,Synthetic domain demo-node-1314.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.63,stale,EVD_001314
INFRA_001315,ACT_0060,infrastructure_overlap,infra-host-1315.synthetic,SRC_004098,2026-08-30T00:00:00Z,Direct infrastructure overlap between infra-host-1315.synthetic and known INFRA_CLUSTER_19 nodes.,INFRA_CLUSTER_19,0.29,active,EVD_001315
